Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,,,,Height (in,Width1 (in),Width2 (in),,,,,,,,,,,
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,5,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,6,COFI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,7,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,8,BRCA,central,,A,88.9,104.14,73.66,0.889,0.620401985,0.992767256,,,,35,41,29,,,,,,,,29,88.9,104.14,73.66
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,9,SAAP,central,,A,160.02,152.4,147.32,1.4986,1.762954539,5.077943735,,,,63,60,58,,,,,,,,58,160.02,152.4,147.32
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,1,STPU,central,SD,A,35.56,45.72,53.34,0.4953,0.192577841,0.123265224,,,,14,18,21,,,,,,,,21,35.56,45.72,53.34
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,2,STPU,central,SB,A,12.7,35.56,10.16,0.2286,0.041022499,0.009377743,,,,5,14,4,,,,,,,,4,12.7,35.56,10.16
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,3,AGSH,south,,A,33.02,34.29,33.02,0.33655,0.088913733,0.052846767,,,,13,13.5,13,,,,,,,,13,33.02,34.29,33.02
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,4,LYCA,south,,A,35.56,81.28,30.48,0.5588,0.24512209,0.156897748,,,,14,32,12,,,,,,,,12,35.56,81.28,30.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,5,EUMI,south,,A,45.72,22.86,20.32,0.2159,0.036591056,0.030112975,,,,18,9,8,,,,,,,,8,45.72,22.86,20.32
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,6,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,7,AGSH,south,,A,35.56,38.1,38.1,0.381,0.113951385,0.072938003,,,,14,15,15,,,,,,,,15,35.56,38.1,38.1
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,8,LYCA,south,,A,55.88,88.9,121.92,1.0541,0.872234546,0.877328396,,,,22,35,48,,,,,,,,48,55.88,88.9,121.92
2026-06-29,"B. De Lira, S. Cusser",mulch,B,Q,9,SAAP,central,,A,99.06,220.98,55.88,1.3843,1.504284895,2.68226031,,,,39,87,22,,,,,,,,22,99.06,220.98,55.88
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,1,LEGI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,2,N/A,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,3,EPCA,central,SB,A,43.18,114.3,147.32,1.3081,1.343233604,1.044014886,,,,17,45,58,,,,,,,,58,43.18,114.3,147.32
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,4,ATLE,central,,A,172.72,294.64,386.08,3.4036,9.093826974,28.27234431,,,,68,116,152,,,,,,,,152,172.72,294.64,386.08
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,5,BOBA,central,,A,96.52,162.56,185.42,1.7399,2.376392828,4.128649843,,,,38,64,73,,,,,,,,73,96.52,162.56,185.42
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,6,SPAM,central,,A,93.98,83.82,82.55,0.83185,0.543199922,0.918898715,,,,37,33,32.5,,,,,,,,32.5,93.98,83.82,82.55
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,7,STPU,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,8,STPU,central,,A,58.42,50.8,63.5,0.5715,0.256390616,0.269610116,,,,23,20,25,,,,,,,,25,58.42,50.8,63.5
2026-06-29,"B. De Lira, S. Cusser",mulch,B,R,9,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,1,BAPI,central,,A,182.88,198.12,91.44,1.4478,1.645457999,5.416584461,,,,72,78,36,,,,,,,,36,182.88,198.12,91.44
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,2,BOBA,central,,A,104.14,101.6,127,1.143,1.025562465,1.922437352,,,,41,40,50,,,,,,,,50,104.14,101.6,127
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,3,EPCA,central,SD,A,33.02,71.12,76.2,0.7366,0.425924955,0.253152756,,,,13,28,30,,,,,,,,30,33.02,71.12,76.2
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,4,EMPTY,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,5,SPAM,south,,A,205.74,88.9,96.52,0.9271,0.674718812,2.49869967,,,,81,35,38,,,,,,,,38,205.74,88.9,96.52
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,6,SPAM,south,,A,78.74,88.9,86.36,0.8763,0.602802827,0.854364502,,,,31,35,34,,,,,,,,34,78.74,88.9,86.36
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,7,STPU,,,A,78.74,101.6,129.54,1.1557,1.048479355,1.486030759,,,,31,40,51,,,,,,,,51,78.74,101.6,129.54
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,8,BOBA,central,,A,116.84,160.02,152.4,1.5621,1.915522782,4.028574273,,,,46,63,60,,,,,,,,60,116.84,160.02,152.4
2026-06-29,"B. De Lira, S. Cusser",mulch,B,S,9,BAPI,central,,A,147.32,144.78,167.64,1.5621,1.915522782,5.079506692,,,,58,57,66,,,,,,,,66,147.32,144.78,167.64
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,1,BAPI,central,,A,167.64,223.52,236.22,2.2987,4.147957027,12.51654329,,,,66,88,93,,,,,,,,93,167.64,223.52,236.22
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,2,LYCA,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,3,GRCA,central,,A,111.76,187.96,182.88,1.8542,2.698875247,5.429273358,,,,44,74,72,,,,,,,,72,111.76,187.96,182.88
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,4,STPU,central,SD,A,69.85,45.72,38.1,0.4191,0.137881176,0.173358002,,,,27.5,18,15,,,,,,,,15,69.85,45.72,38.1
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,5,STPU,central,SB,A,55.88,27.94,33.02,0.3048,0.072928886,0.073354791,,,,22,11,13,,,,,,,,13,55.88,27.94,33.02
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,6,ARCA,central,,A,149.86,236.22,190.5,2.1336,3.573515434,9.639486412,,,,59,93,75,,,,,,,,75,149.86,236.22,190.5
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,7,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,8,LYCA,south,,A,41.91,48.26,38.1,0.4318,0.146364223,0.110414243,,,,16.5,19,15,,,,,,,,15,41.91,48.26,38.1
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,A,9,BAPI,central,,A,154.94,149.86,144.78,1.4732,1.703699818,4.751482498,,,,61,59,57,,,,,,,,57,154.94,149.86,144.78
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,1,PEAR,south,,A,62.23,53.34,40.64,0.4699,0.173332718,0.194156911,,,,24.5,21,16,,,,,,,,16,62.23,53.34,40.64
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,2,PEAR,south,,A,53.34,49.53,30.48,0.40005,0.125631402,0.120621222,,,,21,19.5,12,,,,,,,,12,53.34,49.53,30.48
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,3,GRCA,central,,A,82.55,99.06,149.86,1.2446,1.215987891,1.806836407,,,,32.5,39,59,,,,,,,,59,82.55,99.06,149.86
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,4,STPU,central,IRV,A,67.31,27.94,35.56,0.3175,0.079132906,0.095875847,,,,26.5,11,14,,,,,,,,14,67.31,27.94,35.56
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,5,LECO,central,,A,149.86,203.2,182.88,1.9304,2.925258666,7.890826745,,,,59,80,72,,,,,,,,72,149.86,203.2,182.88
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,6,LECO,central,,A,111.76,147.32,142.24,1.4478,1.645457999,3.310134948,,,,44,58,56,,,,,,,,56,111.76,147.32,142.24
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,7,BRCA,central,,A,83.82,80.01,68.58,0.74295,0.433300141,0.653745921,,,,33,31.5,27,,,,,,,,27,83.82,80.01,68.58
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,8,SAAP,central,,A,170.18,259.08,302.26,2.8067,6.183888439,18.94273442,,,,67,102,119,,,,,,,,119,170.18,259.08,302.26
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,B,9,ISME,central,,A,152.4,215.9,167.64,1.9177,2.886895033,7.919330454,,,,60,85,66,,,,,,,,66,152.4,215.9,167.64
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,1,SPAM,south,,A,43.18,35.56,30.48,0.3302,0.085590151,0.066524089,,,,17,14,12,,,,,,,,12,43.18,35.56,30.48
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,2,SPAM,south,,A,69.85,38.1,40.64,0.3937,0.121674757,0.152981672,,,,27.5,15,16,,,,,,,,16,69.85,38.1,40.64
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,3,BOBA,central,,A,88.9,114.3,109.22,1.1176,0.980488362,1.568977476,,,,35,45,43,,,,,,,,43,88.9,114.3,109.22
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,4,ENCA,central,,A,33.02,215.9,25.4,1.2065,1.142679166,0.679162789,,,,13,85,10,,,,,,,,10,33.02,215.9,25.4
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,5,ENCA,central,,A,82.55,177.8,142.24,1.6002,2.010102431,2.986811203,,,,32.5,70,56,,,,,,,,56,82.55,177.8,142.24
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,6,COFI,central,,A,92.71,144.78,124.46,1.3462,1.422619735,2.374039362,,,,36.5,57,49,,,,,,,,49,92.71,144.78,124.46
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,7,COFI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,8,SAAP,central,,A,170.18,152.4,142.24,1.4732,1.703699818,5.218841432,,,,67,60,56,,,,,,,,56,170.18,152.4,142.24
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,C,9,ISME,central,,A,170.18,251.46,213.36,2.3241,4.240131036,12.98853899,,,,67,99,84,,,,,,,,84,170.18,251.46,213.36
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,1,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,2,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,3,BRCA,central,,A,49.53,27.94,15.24,0.2159,0.036591056,0.03262239,,,,19.5,11,6,,,,,,,,6,49.53,27.94,15.24
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,4,BAPI,central,,A,193.04,299.72,213.36,2.5654,5.166302571,17.95145487,,,,76,118,84,,,,,,,,84,193.04,299.72,213.36
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,5,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,6,HEWH,central,,A,20.32,24.13,27.94,0.26035,0.053208966,0.019461711,,,,8,9.5,11,,,,,,,,11,20.32,24.13,27.94
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,7,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,8,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,D,9,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,1,ISME,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,2,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,3,AGSH,south,,A,22.86,16.51,17.78,0.17145,0.023075155,0.009494965,,,,9,6.5,7,,,,,,,,7,22.86,16.51,17.78
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,4,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,5,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,6,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,7,BOBA,central,,A,116.84,134.62,121.92,1.2827,1.291575643,2.716338566,,,,46,53,48,,,,,,,,48,116.84,134.62,121.92
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,8,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,E,9,ATLE,central,,A,69.85,77.47,92.71,0.8509,0.568364186,0.714604291,,,,27.5,30.5,36.5,,,,,,,,36.5,69.85,77.47,92.71
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,1,LECO,central,,A,64.77,99.06,88.9,0.9398,0.693330871,0.80832673,,,,25.5,39,35,,,,,,,,35,64.77,99.06,88.9
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,2,ARCA,central,,A,101.6,139.7,106.68,1.2319,1.191298424,2.178646558,,,,40,55,42,,,,,,,,42,101.6,139.7,106.68
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,3,STPU,central,,A,60.96,35.56,20.32,0.2794,0.061280523,0.067241892,,,,24,14,8,,,,,,,,8,60.96,35.56,20.32
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,4,STPU,central,,A,52.07,22.86,27.94,0.254,0.05064506,0.047467589,,,,20.5,9,11,,,,,,,,11,52.07,22.86,27.94
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,5,AMFR,south,,A,50.8,38.1,25.4,0.3175,0.079132906,0.072359129,,,,20,15,10,,,,,,,,10,50.8,38.1,25.4
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,6,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,7,AGSH,south,,A,31.75,31.75,31.75,0.3175,0.079132906,0.045224456,,,,12.5,12.5,12.5,,,,,,,,12.5,31.75,31.75,31.75
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,8,LYCA,south,,A,35.56,48.26,46.99,0.47625,0.178049039,0.113965629,,,,14,19,18.5,,,,,,,,18.5,35.56,48.26,46.99
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,F,9,LEGI,central,,A,83.82,121.92,106.68,1.143,1.025562465,1.547327625,,,,33,48,42,,,,,,,,42,83.82,121.92,106.68
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,1,LECO,central,,A,53.34,121.92,132.08,1.27,1.2661265,1.215633375,,,,21,48,52,,,,,,,,52,53.34,121.92,132.08
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,2,LECO,central,,A,127,137.16,104.14,1.2065,1.142679166,2.612164574,,,,50,54,41,,,,,,,,41,127,137.16,104.14
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,3,BOBA,central,,A,109.22,147.32,129.54,1.3843,1.504284895,2.957363931,,,,43,58,51,,,,,,,,51,109.22,147.32,129.54
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,4,PEAR,south,,A,93.98,86.36,77.216,0.81788,0.52510824,0.888294103,,,,37,34,30.4,,,,,,,,30.4,93.98,86.36,77.216
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,5,STPU,central,,A,64.77,43.18,25.4,0.3429,0.092300622,0.107609603,,,,25.5,17,10,,,,,,,,10,64.77,43.18,25.4
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,6,EPCA,central,SD,A,58.42,78.74,63.5,0.7112,0.39705727,0.417529543,,,,23,31,25,,,,,,,,25,58.42,78.74,63.5
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,7,BAPI,central,,A,154.94,182.88,190.5,1.8669,2.735972754,7.630409133,,,,61,72,75,,,,,,,,75,154.94,182.88,190.5
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,8,EUMI,south,,A,50.8,52.07,44.45,0.4826,0.182828667,0.167178533,,,,20,20.5,17.5,,,,,,,,17.5,50.8,52.07,44.45
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,G,9,BRCA,central,,A,48.26,26.67,13.97,0.2032,0.032412838,0.028156384,,,,19,10.5,5.5,,,,,,,,5.5,48.26,26.67,13.97
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,1,ERFA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,2,ATLE,central,,A,119.38,215.9,264.16,2.4003,4.522730471,9.718624145,,,,47,85,104,,,,,,,,104,119.38,215.9,264.16
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,3,BAPI,central,,A,142.24,152.4,157.48,1.5494,1.884502683,4.824929908,,,,56,60,62,,,,,,,,62,142.24,152.4,157.48
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,4,PEAR,south,,A,86.36,68.58,58.42,0.635,0.316531625,0.49204208,,,,34,27,23,,,,,,,,23,86.36,68.58,58.42
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,5,STPU,central,,A,12.7,22.86,22.86,0.2286,0.041022499,0.009377743,,,,5,9,9,,,,,,,,9,12.7,22.86,22.86
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,6,EPCA,central,SB,A,60.96,147.32,160.02,1.5367,1.853735809,2.034067228,,,,24,58,63,,,,,,,,63,60.96,147.32,160.02
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,7,ISME,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,8,ERFA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,H,9,ERFA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,1,ERFA,central,,A,68.58,78.74,81.28,0.8001,0.502525608,0.620337711,,,,27,31,32,,,,,,,,32,68.58,78.74,81.28
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,2,COFI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,3,COFI,central,,A,27.94,43.18,35.56,0.3937,0.121674757,0.061192669,,,,11,17,14,,,,,,,,14,27.94,43.18,35.56
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,4,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,5,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,6,ARCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,7,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,8,STPU,central,,A,35.56,101.6,76.2,0.889,0.620401985,0.397106903,,,,14,40,30,,,,,,,,30,35.56,101.6,76.2
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,I,9,ATLE,central,,A,114.3,208.28,154.94,1.8161,2.58910208,5.326818619,,,,45,82,61,,,,,,,,61,114.3,208.28,154.94
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,1,RHIN,central,,A,60.96,83.82,114.3,0.9906,0.770311363,0.845247252,,,,24,33,45,,,,,,,,45,60.96,83.82,114.3
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,2,RHIN,central,,A,119.38,152.4,116.84,1.3462,1.422619735,3.056982192,,,,47,60,46,,,,,,,,46,119.38,152.4,116.84
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,3,STPU,central,,A,55.88,58.42,35.56,0.4699,0.173332718,0.174344981,,,,22,23,14,,,,,,,,14,55.88,58.42,35.56
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,4,EUMI,south,,A,30.48,30.48,33.02,0.3175,0.079132906,0.043415478,,,,12,12,13,,,,,,,,13,30.48,30.48,33.02
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,5,AGSH,south,,A,27.94,27.94,27.94,0.2794,0.061280523,0.0308192,,,,11,11,11,,,,,,,,11,27.94,27.94,27.94
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,6,BOBA,central,,A,20.32,38.1,12.7,0.254,0.05064506,0.018523937,,,,8,15,5,,,,,,,,5,20.32,38.1,12.7
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,7,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,8,SPAM,central,,A,144.78,223.52,111.76,1.6764,2.206098814,5.749181752,,,,57,88,44,,,,,,,,44,144.78,223.52,111.76
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,J,9,BAPI,central,,A,66.04,218.44,193.04,2.0574,3.322822387,3.949905427,,,,26,86,76,,,,,,,,76,66.04,218.44,193.04
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,1,SAAP,central,,A,81.28,96.52,127,1.1176,0.980488362,1.434493693,,,,32,38,50,,,,,,,,50,81.28,96.52,127
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,2,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,3,ENCA,central,,A,63.5,172.72,198.12,1.8542,2.698875247,3.084814408,,,,25,68,78,,,,,,,,78,63.5,172.72,198.12
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,4,LYCA,south,,A,7.62,15.24,7.62,0.1143,0.010255625,0.001406661,,,,3,6,3,,,,,,,,3,7.62,15.24,7.62
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,5,BRCA,central,,A,71.12,63.5,40.64,0.5207,0.212835865,0.27246396,,,,28,25,16,,,,,,,,16,71.12,63.5,40.64
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,6,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,7,LYCA,south,,A,43.18,63.5,66.04,0.6477,0.329319503,0.25596029,,,,17,25,26,,,,,,,,26,43.18,63.5,66.04
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,8,SPAM,south,,A,81.28,86.36,124.46,1.0541,0.872234546,1.27611403,,,,32,34,49,,,,,,,,49,81.28,86.36,124.46
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,K,9,LYCA,south,,A,48.26,78.74,60.96,0.6985,0.383003266,0.332707277,,,,19,31,24,,,,,,,,24,48.26,78.74,60.96
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,1,SAAP,central,,A,93.98,119.38,101.6,1.1049,0.958331148,1.621151303,,,,37,47,40,,,,,,,,40,93.98,119.38,101.6
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,2,SAME,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,3,AGSH,south,,A,10.16,25.4,25.4,0.254,0.05064506,0.009261969,,,,4,10,10,,,,,,,,10,10.16,25.4,25.4
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,4,LYCA,south,,A,71.12,99.06,63.5,0.8128,0.518605414,0.663897907,,,,28,39,25,,,,,,,,25,71.12,99.06,63.5
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,5,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,6,BAPI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,7,PEAR,south,,A,101.6,144.78,132.08,1.3843,1.504284895,2.751036215,,,,40,57,52,,,,,,,,52,101.6,144.78,132.08
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,8,BOBA,central,,A,86.36,86.36,91.44,0.889,0.620401985,0.964402478,,,,34,34,36,,,,,,,,36,86.36,86.36,91.44
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,L,9,EUMI,south,,A,55.88,40.64,35.56,0.381,0.113951385,0.114616861,,,,22,16,14,,,,,,,,14,55.88,40.64,35.56
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,1,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,2,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,3,ISME,central,,A,106.68,60.96,91.44,0.762,0.45580554,0.87525603,,,,42,24,36,,,,,,,,36,106.68,60.96,91.44
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,4,ARCA,central,,A,137.16,139.7,111.76,1.2573,1.240930583,3.063708697,,,,54,55,44,,,,,,,,44,137.16,139.7,111.76
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,5,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,6,STPU,central,,A,48.26,33.02,15.24,0.2413,0.045707167,0.039704902,,,,19,13,6,,,,,,,,6,48.26,33.02,15.24
2026-06-29,"B. De Lira, T. Whitfield",tarp,C,M,7,PEAR,south,,A,53.34,38.1,33.02,0.3556,0.099264318,0.095305657,,,,21,15,13,,,,,,,,13,53.34,38.1,33.02
