Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,southern species,code,Scientific Name,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,M,8,ARCA,central,,A,71,80,69,0.745,0.4359,0.5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,M,9,BRCA,central,,A,22,17,17,0.17,0.0227,0.0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,1,ACGL,central,,A,20,30,20,0.25,0.0491,0.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,2,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,3,ISME,central,,A,90,73,66,0.695,0.3794,0.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,4,AMFR,south,,A,54,46,13,0.295,0.0683,0.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,5,GRCA,central,,A,45,76,42,0.59,0.2734,0.2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,6,STPU,central,,A,35,57,32,0.445,0.1555,0.0980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,7,STPU,central,,A,29,32,38,0.35,0.0962,0.0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,8,LECO,central,,A,42,18,15,0.165,0.0214,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,N,9,LECO,central,,A,64,56,43,0.495,0.1924,0.2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,1,BRCA,central,,A,52,30,16,0.23,0.0415,0.0389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,2,ARCA,central,,A,57,32,30,0.31,0.0755,0.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,3,STPU,central,,A,23,41,15,0.28,0.0616,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,4,ERFA,central,,A,30,27,17,0.22,0.0380,0.0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,5,ERFA,central,,A,30,31,39,0.35,0.0962,0.0520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,6,STPU,central,,A,26,36,15,0.255,0.0511,0.0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,7,ENCA,central,,A,35,127,100,1.135,1.0117,0.6374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,8,ENCA,central,,A,39,143,119,1.31,1.3478,0.9461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,O,9,SODO,central,,A,51,99,130,1.145,1.0296,0.9452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,1,STPU,central,SB,A,19,19,8,0.135,0.0143,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,2,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,3,STPU,central,,A,25,28,31,0.295,0.0683,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,4,BEEM,south,,A,12,5,5,0.05,0.0020,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,5,BEEM,south,,A,11,6,5,0.055,0.0024,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,7,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,8,BRCA,central,,A,40,30,15,0.225,0.0398,0.0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,P,9,SAAP,central,,A,49,71,68,0.695,0.3794,0.3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,1,STPU,central,SD,A,20,34,21,0.275,0.0594,0.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,2,STPU,central,IRV,A,13,12,9,0.105,0.0087,0.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,3,AGSH,south,,A,15,16,11,0.135,0.0143,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,4,LYCA,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,5,EUMI,south,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,7,AGSH,south,,A,15,20,18,0.19,0.0284,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,8,LYCA,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,Q,9,SAAP,central,,A,35,65,53,0.59,0.2734,0.1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,1,LEGI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,2,ISME,central,,A,66,50,38,0.44,0.1520,0.1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,3,EPCA,central,SD,A,54,49,49,0.49,0.1886,0.1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,4,ATLE,central,,A,23,37,16,0.265,0.0552,0.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,5,BOBA,central,,A,64,37,31,0.34,0.0908,0.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,6,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,7,EMPTY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,8,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,R,9,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,1,BAPI,central,,A,76,50,41,0.455,0.1626,0.2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,2,BOBA,central,,A,30,65,26,0.455,0.1626,0.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,3,EPCA,central,SB,A,45,45,23,0.34,0.0908,0.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,4,EMTPY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,5,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,6,SPAM,south,,A,26,14,6,0.1,0.0079,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,7,EMPTY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,8,BOBA,central,,A,40,40,34,0.37,0.1075,0.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,F,S,9,BAPI,central,,A,65,68,63,0.655,0.3369,0.3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,1,BAPI,central,,A,99,99,89,0.94,0.6940,1.2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,2,LYCA,south,,A,70,88,90,0.89,0.6221,0.7838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,3,GRCA,central,,A,25,77,95,0.86,0.5809,0.2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,4,STPU,central,SD,A,26,40,24,0.32,0.0804,0.0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,5,STPU,central,IRV,A,47,80,90,0.85,0.5674,0.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,6,ARCA,central,,A,116,157,150,1.535,1.8505,3.8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,7,EMPTY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,8,LYCA,central,,A,37,22,14,0.18,0.0254,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,A,9,BAPI,south,,A,78,82,71,0.765,0.4596,0.6453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,1,PEAR,south,,A,110,120,52,0.86,0.5809,1.1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,2,PEAR,south,,A,42,18,11,0.145,0.0165,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,3,GRCA,central,,A,55,67,59,0.63,0.3117,0.3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,4,STPU,central,,A,60,40,20,0.3,0.0707,0.0763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,5,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,6,BRCA,central,,A,40,81,60,0.705,0.3904,0.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,7,BRCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,8,SAAP,central,,A,45,64,31,0.475,0.1772,0.1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,B,9,ISME,central,,A,83,81,67,0.74,0.4301,0.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,1,SPAM,south,,A,60,140,50,0.95,0.7088,0.7655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,2,SPAM,south,,A,89,93,162,1.275,1.2767,2.0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,3,BOBA,central,,A,64,50,40,0.45,0.1590,0.1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,4,ENCA,central,,A,66,133,85,1.09,0.9331,1.1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,5,ENCA,central,,A,85,143,119,1.31,1.3478,2.0621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,7,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,8,SAAP,central,,A,80,86,87,0.865,0.5876,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,C,9,ISME,central,,A,115,194,161,1.775,2.4744,5.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,1,EUMI,south,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,2,HEWH,central,,A,17,43,27,0.35,0.0962,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,3,BRCA,central,,A,24,27,14,0.205,0.0330,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,4,BAPI,central,,A,100,66,66,0.66,0.3421,0.6158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,5,LYCA,south,,A,33,37,15,0.26,0.0531,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,6,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,7,STPU,central,,A,41,45,34,0.395,0.1225,0.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,8,ACGL,central,,A,61,140,124,1.32,1.3684,1.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,D,9,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,1,ISME,central,,A,80,167,158,1.625,2.0739,2.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,2,SODO,central,,A,95,92,123,1.075,0.9076,1.5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,3,AGSH,south,,A,18,20,18,0.19,0.0284,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,4,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,5,BEEM,south,,A,10,2,2,0.02,0.0003,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,6,BEEM,south,,A,7,3,3,0.03,0.0007,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,7,BOBA,central,,A,126,170,147,1.585,1.9730,4.4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,8,ACGL,central,,A,80,146,137,1.415,1.5725,2.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,E,9,LEGI,central,,A,59,96,91,0.935,0.6866,0.7292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,1,LECO,central,,A,172,83,53,0.68,0.3632,1.1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,2,ARCA,central,,A,127,166,156,1.61,2.0358,4.6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,3,STPU,central,,A,10,10,6,0.08,0.0050,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,4,STPU,central,,A,24,29,38,0.335,0.0881,0.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,5,AMFR,south,,A,80,87,67,0.77,0.4656,0.6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,6,SODO,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,7,AGSH,south,,A,8,12,8,0.1,0.0079,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,8,LYCA,south,,A,35,84,62,0.73,0.4185,0.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,F,9,ATLE,central,,A,140,87,87,0.87,0.5945,1.4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,1,LECO,central,,A,140,94,85,0.895,0.6291,1.5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,2,LECO,central,,A,170,137,177,1.57,1.9359,5.9238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,3,BOBA,central,,A,88,77,53,0.65,0.3318,0.5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,4,PEAR,south,,A,76,100,110,1.05,0.8659,1.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,5,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,6,EPCA,central,SB,A,58,96,79,0.875,0.6013,0.6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,7,BAPI,central,,A,107,91,85,0.88,0.6082,1.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,8,EUMI,south,,A,28,16,10,0.13,0.0133,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,G,9,BRCA,central,,A,64,118,61,0.895,0.6291,0.7247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,1,ERFA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,2,ATLE,central,,A,47,139,166,1.525,1.8265,1.5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,3,BAPI,central,,A,119,127,130,1.285,1.2968,2.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,4,PEAR,south,,A,78,163,78,1.205,1.1404,1.6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,5,CAMA,central,,A,33,91,77,0.84,0.5542,0.3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,6,EPCA,central,SD,A,52,110,85,0.975,0.7466,0.6988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,7,EMPTY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,8,ERFA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,H,9,ERFA,central,,A,50,86,91,0.885,0.6151,0.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,1,ERFA,central,,A,47,89,78,0.835,0.5476,0.4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,2,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,3,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,4,BEEM,south,,A,18,4,4,0.04,0.0013,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,5,BEEM,south,,A,11,3,3,0.03,0.0007,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,6,ARCA,central,,A,80,144,76,1.1,0.9503,1.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,7,STPU,central,SD,A,37,57,47,0.52,0.2124,0.1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,8,STPU,central,IRV,A,44,55,49,0.52,0.2124,0.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,I,9,ATLE,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,1,RHIN,central,,A,46,133,111,1.22,1.1690,0.9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,2,RHIN,central,,A,57,100,87,0.935,0.6866,0.7044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,3,ENCA,central,,A,75,184,161,1.725,2.3370,3.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,4,EUMI,south,,A,27,46,28,0.37,0.1075,0.0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,5,AGSH,south,,A,10,10,10,0.1,0.0079,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,6,BOBA,central,,A,130,99,86,0.925,0.6720,1.5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,7,STPU,central,SB,A,22,46,30,0.38,0.1134,0.0449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,8,SPAM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,J,9,BAPI,central,,A,118,92,85,0.885,0.6151,1.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,1,SAAP,central,,A,81,130,109,1.195,1.1215,1.6352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,2,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,3,ENCA,central,,A,50,187,177,1.82,2.6015,2.3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,4,LYCA,south,,A,31,49,49,0.49,0.1886,0.1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,5,BRCA,central,,A,33,57,37,0.47,0.1735,0.1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,6,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,7,LYCA,south,,A,27,65,43,0.54,0.2290,0.1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
